الكلمة الأصلية	الكلمة الأصلية	الجذر	المصدر	النوع		الجمع	المؤنث	المثنى	المؤنث	العلم
غضبن	غضبان	غضب	غضبان	اسم						
مغضبا	مغضبا	غضب	مغاضب	اسم						
المغضوب	المغضوب	غضب	مغضوب	اسم						
يغضوا	يغضوا	غضض	غضّ	فعل						
يغضون	يغضون	غضض	غضّ	فعل						
يغضضن	يغضضن	غضض	غضّ	فعل						
واغضض	واغضض	غضض	غضّ	فعل						
وأغطش	وأغطش	غطش	أغطش	فعل						
غطاءك	غطاءك	غطو	غطاء	اسم						
استغفار	استغفار	غفر	استغفار	اسم						
استغفر	استغفر	غفر	استغفر	فعل						
فاستغفر	فاستغفر	غفر	استغفر	فعل						
واستغفر	واستغفر	غفر	استغفر	فعل						
واستغفره	واستغفره	غفر	استغفر	فعل						
أستغفرت	أستغفرت	غفر	استغفر	فعل						
استغفروا	استغفروا	غفر	استغفر	فعل						
فاستغفروا	فاستغفروا	غفر	استغفر	فعل						
فاستغفروه	فاستغفروه	غفر	استغفر	فعل						
واستغفروا	واستغفروا	غفر	استغفر	فعل						
واستغفروه	واستغفروه	غفر	استغفر	فعل						
واستغفري	واستغفري	غفر	استغفر	فعل						
اغفر	اغفر	غفر	غفر	فعل						
فاغفر	فاغفر	غفر	غفر	فعل						
واغفر	واغفر	غفر	غفر	فعل						
أستغفر	أستغفر	غفر	استغفر	فعل						
سأستغفر	سأستغفر	غفر	استغفر	فعل						
لأستغفرن	لأستغفرن	غفر	استغفر	فعل						
تستغفر	تستغفر	غفر	استغفر	فعل						
تستغفرون	تستغفرون	غفر	استغفر	فعل						
لتغفر	لتغفر	غفر	غفر	فعل						
تغفر	تغفر	غفر	غفر	فعل						
وتغفروا	وتغفروا	غفر	غفر	فعل						
الغفرين	الغافرين	غفر	غافر	اسم	جمع	غافرون				
غافر	غافر	غفر	غافر	اسم						
لغفار	لغفار	غفر	غفار	اسم						
الغفر	الغفار	غفر	غفار	اسم						
غفارا	غفارا	غفر	غفار	اسم						
فغفر	فغفر	غفر	غفر	فعل						
غفرانك	غفرانك	غفر	غفران	اسم						
فغفرنا	فغفرنا	غفر	غفر	فعل						
لغفور	لغفور	غفر	غفور	اسم						
الغفور	الغفور	غفر	غفور	اسم						
غفور	غفور	غفر	غفور	اسم						
غفورا	غفورا	غفر	غفور	اسم						
والمستغفرين	والمستغفرين	غفر	مستغفر	اسم	جمع	مستغفرون				
لمغفرة	لمغفرة	غفر	مغفرة	اسم						
مغفرة	مغفرة	غفر	مغفرة	اسم						
المغفرة	المغفرة	غفر	مغفرة	اسم						
بمغفرة	بمغفرة	غفر	مغفرة	اسم						
بالمغفرة	بالمغفرة	غفر	مغفرة	اسم						
ومغفرة	ومغفرة	غفر	مغفرة	اسم						
والمغفرة	والمغفرة	غفر	مغفرة	اسم						
نغفر	نغفر	غفر	غفر	فعل						
يستغفر	يستغفر	غفر	استغفر	فعل						
يستغفروا	يستغفروا	غفر	استغفر	فعل						
ويستغفروا	ويستغفروا	غفر	استغفر	فعل						
يستغفرون	يستغفرون	غفر	استغفر	فعل						
ويستغفرون	ويستغفرون	غفر	استغفر	فعل						
ويستغفرونه	ويستغفرونه	غفر	استغفر	فعل						
ليغفر	ليغفر	غفر	غفر	فعل						
يغفر	يغفر	غفر	غفر	فعل						
سيغفر	سيغفر	غفر	غفر	فعل						
فيغفر	فيغفر	غفر	غفر	فعل						
ويغفر	ويغفر	غفر	غفر	فعل						
يغفروا	يغفروا	غفر	غفر	فعل						
يغفرون	يغفرون	غفر	غفر	فعل						
أغفلنا	أغفلنا	غفل	أغفل	فعل						
تغفلون	تغفلون	غفل	غفل	فعل						
لغفلين	لغافلين	غفل	غافل	اسم	جمع	غافلون				
لغفلون	لغافلون	غفل	غافل	اسم	جمع	غافلون				
الغفلين	الغافلين	غفل	غافل	اسم	جمع	غافلون				
الغفلون	الغافلون	غفل	غافل	اسم	جمع	غافلون				
بغفل	بغافل	غفل	غافل	اسم						
غفلا	غافلا	غفل	غافل	اسم						
غفلين	غافلين	غفل	غافل	اسم	جمع	غافلون				
غفلون	غافلون	غفل	غافل	اسم	جمع	غافلون				
الغفلت	الغافلات	غفل	غافلة	اسم	جمع	غافلات	غافل			
غفلة	غفلة	غفل	غفلة	اسم						
لأغلبن	لأغلبن	غلب	أغلب	فعل						
تغلبون	تغلبون	غلب	غلب	فعل						
ستغلبون	ستغلبون	غلب	غلب	فعل						
الغلبين	الغالبين	غلب	غالب	اسم	جمع	غالبون				
الغلبون	الغالبون	غلب	غالب	اسم	جمع	غالبون				
غلبون	غالبون	غلب	غالب	اسم	جمع	غالبون				
غالب	غالب	غلب	غالب	اسم						
غلبا	غلبا	غلب	غلب	اسم						
غلبهم	غلبهم	غلب	غلب	فعل						
غلبت	غلبت	غلب	غلب	فعل						
غلبوا	غلبوا	غلب	غلب	فعل						
فغلبوا	فغلبوا	غلب	غلبوا	فعل						
مغلوب	مغلوب	غلب	مغلوب	اسم						
يغلب	يغلب	غلب	غلب	فعل						
يغلبوا	يغلبوا	غلب	غلب	فعل						
يغلبون	يغلبون	غلب	غلب	فعل						
سيغلبون	سيغلبون	غلب	غلب	فعل						
فاستغلظ	فاستغلظ	غلظ	استغلظ	فعل						
واغلظ	واغلظ	غلظ	غلظ	فعل						
غلظة	غلظة	غلظ	غلظة	اسم						
غلاظ	غلاظ	غلظ	غليظ	اسم						
غليظ	غليظ	غلظ	غليظ	اسم						
غليظا	غليظا	غلظ	غليظ	اسم						
غلف	غلف	غلف	غلف	اسم	جمع	غلف				
وغلقت	وغلقت	غلق	غلّق	فعل						
الأغلل	الأغلال	غلل	غل	اسم	جمع	أغلال				
غل	غل	غلل	غلّ	فعل						
غلت	غلت	غلل	غلّ	فعل						
وأغللا	وأغلالا	غلل	غلّ	اسم	جمع	أغلال				
والأغلل	والأغلال	غلل	غلّ	اسم	جمع	أغلال				
غلمان	غلمان	غلم	غلام	اسم	جمع	غلمان				
تغلوا	تغلوا	غلو	غلّ	فعل						
كغلي	كغلي	غلي	غلي	اسم						
يغلي	يغلي	غلي	غلي	فعل						
غمرت	غمرات	غمر	غمرة	اسم	جمع	غمرات				
غمرتهم	غمرتهم	غمر	غمرة	اسم						
يتغامزون	يتغامزون	غمز	تغامز	فعل						
تغمضوا	تغمضوا	غمض	أغمض	فعل						
الغمام	الغمام	غمم	غمام	اسم						
الغم	الغم	غمم	غم	اسم						
بالغمم	بالغمام	غمم	غمام	اسم						
بغم	بغم	غمم	غمّ	فعل						
مغانم	مغانم	غنم	مغنم	اسم						
غنم	غنم	غنم	غنم	اسم						
غنمتم	غنمتم	غنم	غنم	فعل						
غنمي	غنمي	غنم	غنم	اسم						
ومغانم	ومغانم	غنم	مغانم	اسم						
والغنم	والغنم	غنم	غنم	اسم						
استغنى	استغنى	غني	استغنى	فعل						
واستغنى	واستغنى	غني	استغنى	فعل						
أغنى	أغنى	غني	أغنى	فعل						
أغنيهم	أغنيهم	غني	أغنى	فعل						
فأغنى	فأغنى	غني	أغنى	فعل						
تغن	تغن	غني	أغنى	فعل						
تغني	تغني	غني	أغنى	فعل						
أغنياء	أغنياء	غني	غني	اسم	جمع	أغنياء				
الأغنياء	الأغنياء	غني	غني	اسم	جمع	أغنياء				
الغني	الغني	غني	غني	اسم						
مغنون	مغنون	غني	مغني	اسم	جمع	مغنون				
يغنوا	يغنوا	غني	أغنى	فعل						
يغن	يغن	غني	أغنى	فعل						
يغني	يغني	غني	أغنى	فعل						
يغنيه	يغنيه	غني	أغنى	فعل						
يغنيكم	يغنيكم	غني	أغنى	فعل						
يغنيا	يغنيا	غني	أغنى	فعل						
فاستغاثه	فاستغاثه	غوث	استغاث	فعل						
تستغيثون	تستغيثون	غوث	استغاث	فعل						
يستغيثان	يستغيثان	غوث	استغاث	فعل						
يستغيثوا	يستغيثوا	غوث	استغاث	فعل						
يغاث	يغاث	غوث	أغاث	فعل						
يغاثوا	يغاثوا	غوث	أغاث	فعل						
الغار	الغار	غور	غار	اسم						
مغرت	مغارات	غور	مغارة	اسم	جمع	مغارات				
غورا	غورا	غور	غور	اسم						
يغوصون	يغوصون	غوص	غاص	فعل						
وغواص	وغواص	غوص	غواص	اسم						
الغائط	الغائط	غوط	غائط	اسم						
لأغوينهم	لأغوينهم	غوي	أغوى	فعل						
ولأغوينهم	ولأغوينهم	غوي	أغوى	فعل						
أغويتني	أغويتني	غوي	أغوى	فعل						
أغوينا	أغوينا	غوي	أغوى	فعل						
أغوينهم	أغوينهم	غوي	أغوى	فعل						
فأغوينكم	فأغوينكم	غوي	أغوى	فعل						
للغاوين	للغاوين	غوي	غاوي	اسم	جمع	غاوون				
الغاوين	الغاوين	غوي	غاوي	اسم	جمع	غاوون				
الغاون	الغاوون	غوي	غاوي	اسم	جمع	غاوون				
غوين	غاوين	غوي	غاوي	اسم	جمع	غاوون				
والغاون	والغاوون	غوي	غاوي	اسم	جمع	غاوون				
الغي	الغي	غوي	غي	اسم						
للغيب	للغيب	غيب	غيب	اسم						
بالغيب	بالغيب	غيب	غيب	اسم						
غيب	غيب	غيب	غيب	اسم						
غيبه	غيبه	غيب	غيب	اسم						
الغائبين	الغائبين	غيب	غائب	اسم	جمع	غائبون				
بغائبين	بغائبين	غيب	غائب	اسم	جمع	غائبون				
يغتب	يغتب	غيب	اغتاب	فعل						
غائبة	غائبة	غيب	غائبة	اسم						
غائبين	غائبين	غيب	غائب	اسم	جمع	غائبون				
غيبت	غيابات	غيب	غيابة	اسم	جمع	غيابات				
بغير	بغير	غير	غير	اسم						
غير	غير	غير	غير	اسم						
لغير	لغير	غير	غير	اسم						
مغيرا	مغيرا	غير	مغير	اسم						
أفغير	أفغير	غير	غير	اسم						
يتغير	يتغير	غير	تغيّر	فعل						
يغير	يغير	غير	غيّر	فعل						
يغيروا	يغيروا	غير	غيّر	فعل						
غيري	غيري	غير	غير	أداة						
غيره	غيره	غير	غير	أداة						
غيرها	غيرها	غير	غير	أداة						
غيركم	غيركم	غير	غير	أداة						
فليغيرن	فليغيرن	غير	غيّر	فعل						
فالمغيرت	فالمغيرات	غير	مغيرة	اسم	جمع	مغيرات	مغير			
وغير	وغير	غير	غير	أداة						
تغيض	تغيض	غيض	غاض	فعل						
وغيض	وغيض	غيض	غاض	فعل						
تغيظا	تغيظا	غيظ	تغيظ	اسم						
لغائظون	لغائظون	غيظ	غائظ	اسم	جمع	غائظون				
الغيظ	الغيظ	غيظ	غيظ	اسم						
بغيظهم	بغيظهم	غيظ	غيظ	اسم						
بغيظكم	بغيظكم	غيظ	غيظ	اسم						
غيظ	غيظ	غيظ	غيظ	اسم						
ليغيظ	ليغيظ	غيظ	أغاظ	فعل						
يغيظ	يغيظ	غيظ	أغاظ	فعل						
أفئدة	أفئدة	فءد	فؤاد	اسم	جمع	أفئدة				
أفئدتهم	أفئدتهم	فءد	فؤاد	اسم	جمع	أفئدة				
الأفئدة	الأفئدة	فءد	فؤاد	اسم	جمع	أفئدة				
الفؤاد	الفؤاد	فءد	فؤاد	اسم						
فؤاد	فؤاد	فءد	فؤاد	اسم						
فؤادك	فؤادك	فءد	فؤاد	اسم						
وأفئدة	وأفئدة	فءد	فؤاد	اسم	جمع	أفئدة				
وأفئدتهم	وأفئدتهم	فءد	فؤاد	اسم	جمع	أفئدة				
والأفءدة	والأفئدة	فءد	فؤاد	اسم	جمع	أفئدة				
والأفئدة	والأفئدة	فءد	فؤاد	اسم	جمع	أفئدة				
والفؤاد	والفؤاد	فءد	فؤاد	اسم						
الفئتان	الفئتان	فءي	فئة	اسم	مثنى			فئتان		
فئة	فئة	فءي	فئة	اسم						
فئتين	فئتين	فءي	فئة	اسم	مثنى			فئتان		
فئتكم	فئتكم	فءي	فئة	اسم						
قبلي	قبلي	فبل	قبل	اسم						
تفتؤا	تفتؤا	فتء	فتئ	فعل						
واستفتحوا	واستفتحوا	فتح	استفتح	فعل						
افتح	افتح	فتح	فتح	فعل						
فافتح	فافتح	فتح	فتح	فعل						
تستفتحوا	تستفتحوا	فتح	استفتح	فعل						
تفتح	تفتح	فتح	فتح	فعل						
الفتحين	الفاتحين	فتح	فاتح	اسم	جمع	فاتحين				
الفتاح	الفتاح	فتح	فتاح	اسم						
الفتح	الفتح	فتح	فتح	اسم						
بالفتح	بالفتح	فتح	فتح	اسم						
فتح	فتح	فتح	فتح	فعل						
فتحا	فتحا	فتح	فتح	اسم						
والفتح	والفتح	فتح	فتح	اسم						
وفتح	وفتح	فتح	فتح	فعل						
وفتحت	وفتحت	فتح	فتح	فعل						
لفتحنا	لفتحنا	فتح	فتح	فعل						
فتحنا	فتحنا	فتح	فتح	فعل						
ففتحنا	ففتحنا	فتح	فتح	فعل						
مفاتح	مفاتح	فتح	مفتاح	اسم	جمع	مفاتح				
مفاتحه	مفاتحه	فتح	مفتاح	اسم	جمع	مفاتح				
مفتحة	مفتحة	فتح	مفتحة	اسم						
يستفتحون	يستفتحون	فتح	استفتح	فعل						
يفتح	يفتح	فتح	فتح	فعل						
يفتر	يفتر	فتر	فتر	فعل						
فترة	فترة	فتر	فترة	اسم						
ففتقنهما	ففتقنهما	فتق	فتق	فعل						
فتيلا	فتيلا	فتل	فتيل	اسم						
تفتني	تفتني	فتن	فتن	فعل						
تفتنون	تفتنون	فتن	فتن	فعل						
بفتنين	بفاتنين	فتن	فاتن	اسم	جمع	فاتنين				
فتنا	فتنا	فتن	فتن	فعل						
فتنه	فتناه	فتن	فتن	فعل						
وفتنك	وفتناك	فتن	فتن	فعل						
الفتنة	الفتنة	فتن	فتنة	اسم						
فتنة	فتنة	فتن	فتنة	اسم						
فتنته	فتنته	فتن	فتنة	اسم						
فتنتهم	فتنتهم	فتن	فتنة	اسم						
فتنتك	فتنتك	فتن	فتنة	اسم						
فتنتكم	فتنتكم	فتن	فتنة	اسم						
والفتنة	والفتنة	فتن	فتنة	اسم						
فتنتم	فتنتم	فتن	فتن	فعل						
فتنوا	فتنوا	فتن	فتن	فعل						
المفتون	المفتون	فتن	مفتون	اسم						
يفتنهم	يفتنهم	فتن	فتن	فعل						
